SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
50496,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,13-05-2009 08:00,0
50497,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,14-05-2009 08:00,0
50498,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,15-05-2009 08:00,0
50499,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,16-05-2009 08:00,0
50500,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,17-05-2009 08:00,0
50501,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,18-05-2009 08:00,0
50502,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,19-05-2009 08:00,0
50503,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,20-05-2009 08:00,0
50504,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,21-05-2009 08:00,0
50505,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,22-05-2009 08:00,0
50506,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,23-05-2009 08:00,0
50507,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,24-05-2009 08:00,0
50508,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,25-05-2009 08:00,0
50509,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,26-05-2009 08:00,0
50510,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,27-05-2009 08:00,0
50511,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,28-05-2009 08:00,0
50512,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,29-05-2009 08:00,0
50513,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,30-05-2009 08:00,0
50514,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,31-05-2009 08:00,0
50515,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,01-06-2009 08:00,0
50516,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,02-06-2009 08:00,0
50517,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,03-06-2009 08:00,0
50518,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,04-06-2009 08:00,0
50519,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,05-06-2009 08:00,0
50520,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,06-06-2009 08:00,0
50521,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,07-06-2009 08:00,0
50522,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,08-06-2009 08:00,0
50523,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,09-06-2009 08:00,0
50524,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,10-06-2009 08:00,0
50525,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,11-06-2009 08:00,0
50526,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,12-06-2009 08:00,0
50527,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,13-06-2009 08:00,0
50528,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,14-06-2009 08:00,0
50529,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,15-06-2009 08:00,0
50530,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,16-06-2009 08:00,0
50531,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,17-06-2009 08:00,0
50532,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,18-06-2009 08:00,0
50533,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,19-06-2009 08:00,0
50534,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,20-06-2009 08:00,0
50535,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,21-06-2009 08:00,0
50536,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,22-06-2009 08:00,0
50537,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,23-06-2009 08:00,0
50538,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,24-06-2009 08:00,0
50539,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,25-06-2009 08:00,0
50540,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,26-06-2009 08:00,0
50541,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,27-06-2009 08:00,0
50542,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,28-06-2009 08:00,0
50543,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,29-06-2009 08:00,0
50544,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,30-06-2009 08:00,0
50545,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,01-07-2009 08:00,0
50546,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,02-07-2009 08:00,0
50547,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,03-07-2009 08:00,0
50548,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,04-07-2009 08:00,0
50549,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,05-07-2009 08:00,0
50550,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,06-07-2009 08:00,0
50551,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,07-07-2009 08:00,0
50552,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,08-07-2009 08:00,0
50553,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,09-07-2009 08:00,0
50554,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,10-07-2009 08:00,0
50555,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,11-07-2009 08:00,0
50556,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,12-07-2009 08:00,0
50557,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,13-07-2009 08:00,0
50558,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,14-07-2009 08:00,0
50559,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,15-07-2009 08:00,0
50560,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,16-07-2009 08:00,0
50561,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,17-07-2009 08:00,0
50562,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,18-07-2009 08:00,0
50563,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,19-07-2009 08:00,0
50564,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,20-07-2009 08:00,0
50565,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,21-07-2009 08:00,0
50566,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,22-07-2009 08:00,0
50567,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,23-07-2009 08:00,0
50568,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,24-07-2009 08:00,0
50569,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,25-07-2009 08:00,0
50570,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,26-07-2009 08:00,0
50571,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,27-07-2009 08:00,0
50572,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,28-07-2009 08:00,0
50573,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,29-07-2009 08:00,0
50574,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,30-07-2009 08:00,0
50575,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,31-07-2009 08:00,0
50576,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,01-08-2009 08:00,0
50577,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,02-08-2009 08:00,0
50578,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,03-08-2009 08:00,0
50579,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,04-08-2009 08:00,0
50580,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,05-08-2009 08:00,0
50581,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,06-08-2009 08:00,0
50582,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,07-08-2009 08:00,0
50583,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,08-08-2009 08:00,0
50584,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,09-08-2009 08:00,0
50585,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,10-08-2009 08:00,0
50586,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,11-08-2009 08:00,0
50587,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,12-08-2009 08:00,0
50588,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,13-08-2009 08:00,0
50589,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,14-08-2009 08:00,0
50590,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,15-08-2009 08:00,0
50591,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,16-08-2009 08:00,0
50592,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,17-08-2009 08:00,0
50593,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,18-08-2009 08:00,0
50594,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,19-08-2009 08:00,0
50595,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,20-08-2009 08:00,0
50596,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,21-08-2009 08:00,0
50597,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,22-08-2009 08:00,0
50598,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,23-08-2009 08:00,0
50599,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,24-08-2009 08:00,0
50600,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,25-08-2009 08:00,0
50601,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,26-08-2009 08:00,0
50602,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,27-08-2009 08:00,0
50603,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,28-08-2009 08:00,0
50604,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,29-08-2009 08:00,0
50605,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,30-08-2009 08:00,0
50606,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,31-08-2009 08:00,0
50607,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,01-09-2009 08:00,0
50608,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,02-09-2009 08:00,0
50609,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,03-09-2009 08:00,0
50610,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,04-09-2009 08:00,0
50611,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,05-09-2009 08:00,0
50612,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,06-09-2009 08:00,0
50613,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,07-09-2009 08:00,0
50614,NAGARI,Andhra Pradesh SW,28,Andhra Pradesh,503,CHITTOOR,PUTTUR,-,-,Muchkundi,West flowing rivers from Tapi to Tadri,-,-,-,Kushastali,13.31694444,79.59861111,08-09-2009 08:00,0
