asset_id,asset_code,asset_name,asset_type,document_id,source_id,evidence_id,completion_year,commencement_year,dam_height_m,dam_length_m,dam_volume_source_value,gate_count,gate_size_raw,gate_type,design_flood_source_value,spillway_capacity_source_value,spillway_level_m,spillway_length_m,spillway_type,river_name,dam_type,seismic_zone,registry_status,nrld_no,structure_code,nearest_city,operating_agency,authority_level,origin,quality_flag,confidence_score,is_official,is_derived,has_direct_hydrology,age_years,engineering_fields_available,engineering_completeness
86,AP_DAM_WRIS_AP01LH0091,Chintakuntavagu Dam,dam,1,103,68,,,13.0,285.0,,,,,,66.0,,,,Local Stream,TE,Seismic Zone-II,,AP01LH0091,D03411,Jammalamadugu,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,6,0.6
87,AP_DAM_WRIS_AP01LH0125,Dharmavaram Dam,dam,1,103,69,,,11.0,6393.0,,,,,,27402.0,,,,,TE,Seismic Zone-II,,AP01LH0125,D03453,Dharmavaram,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
88,AP_DAM_WRIS_AP01HH0057,Donkarai ( S.H.E.S),dam,1,103,70,1983.0,,71.0,1398.0,2038.0,12.0,12.4968 x 12.4968,RD,7850.0,15593.0,303.88651652,598.7,,Sileru,PG,Seismic Zone-II,Completed,AP01HH0057,D03456,Malakanagiri,APGENCO,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,43.0,10,1.0
89,AP_DAM_WRIS_TL47HH0060,Forebay Lower Sileru ( S.H.E.S) Dam,dam,1,103,71,1978.0,,67.0,548.0,2669.0,,,OT,167.0,,930.0,,,Sileru,TE,Seismic Zone-II,Completed,TL47HH0060,D03466,Bhadrachalam,APGENCO,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,48.0,8,0.8
90,AP_DAM_WRIS_AP01MH0092,Gandicheruvu (Dist-Prakasam) Dam,dam,1,103,72,,,26.69,240.0,,,,OT,,255.0,,,,,TE,Seismic Zone-II,,AP01MH0092,D03474,Markapur,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
91,AP_DAM_WRIS_AP01LH0104,Panthulu Cheruvu Dam,dam,1,103,73,,,12.0,923.0,,,,LG,,140.0,,,,,TE,Seismic Zone-II,,AP01LH0104,D03914,Kadiri,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
92,AP_DAM_WRIS_AP01LH0106,Paya Cheruvu Dam,dam,1,103,74,,,14.0,200.0,,,,,,,,,,,TE,Seismic Zone-II,,AP01LH0106,D03922,Punganuru,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,4,0.4
93,AP_DAM_WRIS_AP01LH0070,Pedaballi Dam,dam,1,103,75,2000.0,,12.0,149.0,,,,,,2.0,,,,,TE,Seismic Zone-II,Completed,AP01LH0070,D03927,Kadiri,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,26.0,6,0.6
94,AP_DAM_WRIS_AP01LH0098,Kampasamudram New Dam,dam,1,103,77,,,11.2,1830.0,,,,RD,,,,,,Pennar,TE,Seismic Zone-II,,AP01LH0098,D03639,Udayagiri,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
95,AP_DAM_WRIS_AP01MH0100,Kushavathi Dam,dam,1,103,78,,,17.47,1030.0,,,,,,739.0,,,,Khushavathi,TE,Seismic Zone-II,,AP01MH0100,D03683,Rayachoti,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,6,0.6
96,AP_DAM_WRIS_AP01LH0102,Madakasira Dam,dam,1,103,79,,,12.0,686.0,,,,,,83.0,,,,,TE + PG,Seismic Zone-II,,AP01LH0102,D03753,Madakasira,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
97,AP_DAM_WRIS_AP01LH0136,Marala Dam,dam,1,103,80,,,13.8,624.0,,,,,,,,,,,TE,Seismic Zone-II,Under Construction,AP01LH0136,D03770,Penukonda,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,4,0.4
98,AP_DAM_WRIS_AP01MH0036,Muraripalli / Mararipalli Dam,dam,1,103,81,1975.0,,18.68,732.0,,,,,,,,,,Krishna,TE,Seismic Zone-II,Completed,AP01MH0036,D03792,Markapur,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,51.0,6,0.6
99,AP_DAM_WRIS_AP01MH0138,"N.T.R. , Thatiparthi(V), Madugula (M) Dam",dam,1,103,82,,,24.51,1317.0,,,,LG,,16386.0,,,,,TE + PG,Seismic Zone-II,Under Construction,AP01MH0138,D03798,Chodavaram,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
100,AP_DAM_WRIS_AP01MH0028,Nagurur Dam,dam,1,103,83,1971.0,,28.05,800.0,,,,LG,,,,,,,TE,Seismic Zone-II,Completed,AP01MH0028,D03800,Alur,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,55.0,5,0.5
101,AP_DAM_WRIS_AP01LH0037,"Pedda Cheruvu , Nagasamudram Dam",dam,1,103,84,1975.0,,14.0,1295.68,,,,,,2899.0,,,,,TE,Seismic Zone-II,Completed,AP01LH0037,D04530,Dharmavaram,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,51.0,6,0.6
102,AP_DAM_WRIS_AP01LH0108,Pedda Rayala Cheruvu Dam,dam,1,103,85,,,12.0,800.0,,,,,,,,,,,TE,Seismic Zone-II,,AP01LH0108,D04532,Punganuru,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,4,0.4
103,AP_DAM_WRIS_AP01MH0109,Pedda Tippa Samudram Dam,dam,1,103,86,,,15.39,1550.0,,,,,,474.0,,,,,TE + PG,Seismic Zone-II,,AP01MH0109,D04533,Madanapalle,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
104,AP_DAM_WRIS_AP01LH0107,"Peddabadava, Tulasikrishan Dam",dam,1,103,87,,,10.74,571.0,118.0,,,,,31.0,,,,Peddabadava,TE,Seismic Zone-III,,AP01LH0107,D04534,Sri Kalahasti,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,6,0.6
105,AP_DAM_WRIS_D04538,"Peddayetivanka, Annupal Dam",dam,1,103,88,,,12.11,235.0,,,,,,82.0,,,,Peddayetivanka,TE,Seismic Zone-III,,,D04538,Puttur,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,6,0.6
106,AP_DAM_WRIS_AP01LH0067,Pendlur Dam,dam,1,103,89,1998.0,,10.6,1045.0,,,,,,293.0,,,,,TE,Seismic Zone-II,Completed,AP01LH0067,D04553,Pulivendla,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,28.0,6,0.6
107,AP_DAM_WRIS_AP01LH0111,Peruru Dam,dam,1,103,90,,,10.0,2520.0,,,,,,,,,,,TE,Seismic Zone-III,,AP01LH0111,D04558,Chandragiri,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,4,0.4
108,AP_DAM_WRIS_AP01LH0045,Pittakayagulla Dam,dam,1,103,91,1978.0,,12.5,,,,,,,429.0,,,,Vemuluri Stream,TE,Seismic Zone-II,Completed,AP01LH0045,D04567,Giddalur,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,48.0,6,0.6
109,AP_DAM_WRIS_AP01LH0115,Rayalacheruvu Dam,dam,1,103,92,,,10.0,920.0,260.0,,,,,21.0,,,,Pennar,TE,Seismic Zone-II,,AP01LH0115,D04630,Tadpatri,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,6,0.6
110,AP_DAM_WRIS_AP01LH0048,Sadasivakona Dam,dam,1,103,93,1979.0,,14.03,619.0,137.0,,,,,180.0,,,,Sadasivakona,TE,Seismic Zone-III,Completed,AP01LH0048,D04649,Sri Kalahasti,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,47.0,7,0.7
111,AP_DAM_WRIS_AP01LH0055,Thadukuvagu Dam,dam,1,103,94,1982.0,,12.2,900.0,,,,,,680.0,,,,,TE,Seismic Zone-II,Completed,AP01LH0055,D05261,Badvel,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,44.0,6,0.6
112,AP_DAM_WRIS_AP01MH0145,"Urakagedda , Sankaram (V), Madugula(M) Dam",dam,1,103,95,,,25.0,515.0,,,,,,15651.0,,,,,TE,Seismic Zone-II,Under Construction,AP01MH0145,D05266,Paderu,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
113,AP_DAM_WRIS_AP01LH0071,Sancherla Dam,dam,1,103,96,2000.0,,12.0,500.0,,,,,,340.0,,,,,TE,Seismic Zone-II,Completed,AP01LH0071,D05180,Badvel,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,26.0,6,0.6
114,AP_DAM_WRIS_AP01LH0116,Sankarayalapeta Dam,dam,1,103,97,,,13.0,2000.0,,,,,,,,,,,TE + PG,Seismic Zone-II,,AP01LH0116,D05182,Punganuru,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,4,0.4
115,AP_DAM_WRIS_AP01LH0147,Vanaka Badigedda Dam,dam,1,103,98,,,13.0,630.0,1.99,,,,,,,,,Vanaka Badigedda,TE + PG,Seismic Zone-II,Under Construction,AP01LH0147,D05291,Parvathipuram,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
116,AP_DAM_WRIS_AP01MH0066,Varikunta Dam,dam,1,103,99,1997.0,,15.1,1156.0,,,,RD,,810.0,,,,,TE,Seismic Zone-II,Completed,AP01MH0066,D05292,Badvel,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,29.0,6,0.6
117,AP_DAM_WRIS_AP01LH0032,Vyasasamudram Dam,dam,1,103,100,1974.0,,11.29,840.0,,,,LG,,169.0,,,,,TE + PG,Seismic Zone-II,Completed,AP01LH0032,D05299,Madanapalle,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,52.0,6,0.6
118,AP_DAM_WRIS_AP01LH0124,Y.T.Cheruvu Dam,dam,1,103,101,,,10.0,2078.0,,,,LG,,226.0,,,,,TE + PG,Seismic Zone-II,,AP01LH0124,D05300,Gooty,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
119,AP_DAM_WRIS_AP01LH0061,Savisettipalli Dam,dam,1,103,102,1985.0,,12.0,200.0,,,,,,130.0,,,,,TE,Seismic Zone-II,Completed,AP01LH0061,D05190,Badvel,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,41.0,6,0.6
120,AP_DAM_WRIS_AP01LH0117,"Seethai Cheru, Seethaipally Dam",dam,1,103,103,1922.0,,11.0,1020.0,,,,,,104.0,,,,Godavari,TE,Seismic Zone-II,,AP01LH0117,D05193,Addanki,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,104.0,7,0.7
121,AP_DAM_WRIS_AP01LH0118,Sreerangarayani Cheruvu Dam,dam,1,103,104,,,11.708,2378.76,,,,,,992.0,,,,,TE + PG,Seismic Zone-II,,AP01LH0118,D05207,Anantapur,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
122,AP_DAM_WRIS_AP01LH0120,T.Sundupalli Dam,dam,1,103,105,,,10.0,1100.0,,,,,,685.0,,,,,TE + PG,Seismic Zone-II,,AP01LH0120,D05214,Badvel,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
123,AP_DAM_WRIS_AP01MH0121,"Tajangi , Tajangi(V) Dam",dam,1,103,106,,,17.3,220.0,,,,,,12500.0,,,,,TE,Seismic Zone-II,,AP01MH0121,D05215,Chintapalle,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
124,AP_DAM_WRIS_D06052,Alaganoor Dam,dam,1,103,107,,,,,,,,,,,,,,,,Seismic Zone-II,,,D06052,Nandikotkur,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,1,0.1
125,AP_DAM_WRIS_D06074,Eguva Thamballa Palli - Cheruvu Dam,dam,1,103,108,,,,,,,,,,,,,,,,Seismic Zone-II,,,D06074,Badvel,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,1,0.1
126,AP_DAM_WRIS_AP01HH0023,Guntawada Main Dam,dam,1,103,109,,,,,,,,,7080.0,10933.0,,,,Sileru,,Seismic Zone-II,Completed,AP01HH0023,D06086,Chintapalle,APGENCO,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,4,0.4
127,AP_DAM_WRIS_AP01LH0097,Jajigedda Dam,dam,1,103,110,,,,,,,,,,6230.0,,,,,,Seismic Zone-II,,AP01LH0097,D06091,Narsipatnam,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,2,0.2
128,AP_DAM_WRIS_D06095,Kalinga Dal Dam,dam,1,103,111,,,,,,,,,,,,,,,,Seismic Zone-II,,,D06095,Sompeta,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,1,0.1
129,AP_DAM_WRIS_D06139,Ramathirtham Dam,dam,1,103,112,,,,,,,,,,,,,,,,Seismic Zone-II,Under Construction,,D06139,Ongole,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,1,0.1
130,AP_DAM_WRIS_AP01MH0150,Velugodu Dam,dam,1,103,113,,,,,,,,,,1232.0,,,,Pennar,,Seismic Zone-II,Under Construction,AP01MH0150,D06159,Atmakur,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,3,0.3
131,AP_DAM_WRIS_D06026,Midpennar Stage-I/Mid-Pennar Dam,dam,1,103,114,1968.0,,43.0,1175.0,398.0,14.0,12.20 x 6.10,RD,5318.0,4543.0,360.27,182.88,,Pennar,TE,Seismic Zone-II,Completed,,D06026,Anantapur,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,58.0,10,1.0
132,AP_DAM_WRIS_AP01LH0005,Thippayapalem Dam,dam,1,103,115,1938.0,,10.0,,,,,,,,,,,-,TE + PG,Seismic Zone-II,Completed,AP01LH0005,D06035,Markapur,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,88.0,5,0.5
133,AP_DAM_WRIS_AP01HH0133,Kandaleru /Kandaleru Dam,dam,1,103,116,1995.0,,49.0,10752.0,16720.0,3.0,,RD,312.0,,85.0,,OT,Kandleru,TE,Seismic Zone-III,Completed,AP01HH0133,D05565,Rapur,Irrg.& CAD Dept.,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,31.0,9,0.9
134,AP_DAM_WRIS_D06208,Yeddula Eswaraiah Gandikoata Dam,dam,1,103,117,,2005.0,38.0,325.0,,14.0,15.00 x 9.80,RD,8180.0,,202.2,,OG,Pennar,PG,Seismic Zone-II,Completed,,D06208,Jammalamadugu,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,8,0.8
135,AP_DAM_WRIS_D06327,Pulichintala,dam,1,103,119,,,,,,4.0,,,,57700.0,,,,Krishna,,Seismic Zone-III,Completed,,D06327,Huzurnagar,"WRD, Govt of AP",B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,4,0.4
136,AP_DAM_WRIS_D06350,Gooty Tank,dam,1,103,120,,,,,,,,,,,,,,,TE,Seismic Zone-II,Proposed,,D06350,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,2,0.2
137,AP_DAM_WRIS_D06351,Kanelal Tank,dam,1,103,121,,,,,,,,,,,,,,,TE,Seismic Zone-II,Proposed,,D06351,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,2,0.2
138,AP_DAM_WRIS_D06352,Pendekallu,dam,1,103,122,,,,,,,,,,,,,,,,Seismic Zone-II,Proposed,,D06352,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,1,0.1
139,AP_DAM_WRIS_D06353,Matchukota Balancing Reservoir,dam,1,103,123,,,,,,,,,,,,,,,TE,Seismic Zone-II,Proposed,,D06353,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,2,0.2
140,AP_DAM_WRIS_D06354,Sri Subbaraya Sagar,dam,1,103,124,,,,,,,,,,,,,,,,Seismic Zone-II,Proposed,,D06354,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,1,0.1
141,AP_DAM_WRIS_D06356,P.T.Cheruvu,dam,1,103,125,,,,,,,,,,,,,,,TE,Seismic Zone-II,Completed,,D06356,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,2,0.2
142,AP_DAM_WRIS_D06393,Spvbs Dam,dam,1,103,126,,,,,,,,,,,,,,Pennar,,Seismic Zone-II,Completed,,D06393,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,2,0.2
143,AP_DAM_WRIS_D06394,Turimella Reservoir Dam,dam,1,103,127,,,,,,,,,,,,,,,,Seismic Zone-II,Proposed,,D06394,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,1,0.1
144,AP_DAM_WRIS_D06395,Kakarla Dam,dam,1,103,128,,,,,,,,,,,,,,Peddavagu,,Seismic Zone-II,Under Construction,,D06395,,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,2,0.2
145,AP_DAM_WRIS_D02215,Sri Tenneti Viswanatham Pedderu Dam,dam,1,103,129,2006.0,,31.0,900.0,,4.0,12M x 8M,,,,,,,Pedderu,,Seismic Zone-II,Completed,,D02215,Kurnool,,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,20.0,6,0.6
146,AP_DAM_WRIS_AP01LH0002,Dondapadu Tank,dam,1,103,130,1910.0,,10.3,720.0,,,,,,210.0,,,,krishna,TE,Seismic Zone-II,,AP01LH0002,D06644,Vinukonda,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,116.0,7,0.7
147,AP_DAM_WRIS_AP01MH0003,Siddapuram Tank,dam,1,103,131,1919.0,,19.0,4904.0,,,,,,492.0,,,,Bhavana,TE,Seismic Zone-II,,AP01MH0003,D07171,Kurnool,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,107.0,7,0.7
148,AP_DAM_WRIS_AP01LH0006,Markapur  Tank,dam,1,103,132,1945.0,,10.0,1569.0,,,,,,75.0,,,,Mondivagu,TE,Seismic Zone-II,,AP01LH0006,D06937,Ongole,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,81.0,7,0.7
149,AP_DAM_WRIS_AP01MH0027,Subba Reddy Sagar,dam,1,103,133,1970.0,,17.5,442.0,,,,,,542.0,,,,Kuntidevi  Vagu,TE,Seismic Zone-II,,AP01MH0027,D07197,Gokavaram,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,56.0,7,0.7
150,AP_DAM_WRIS_AP01LH0033,Gujjuvai  Reservoir,dam,1,103,134,1974.0,,15.0,800.0,,,,,,90.9,,,,Peddagedda,TE,Seismic Zone-II,,AP01LH0033,D06701,Vizayanagaram,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,52.0,7,0.7
151,AP_DAM_WRIS_AP01LH0041,Kaleti Vagu Reservoir,dam,1,103,135,1977.0,,11.2,1850.0,,,,,,683.0,,,,Local Stream,TE,Seismic Zone-II,,AP01LH0041,D06780,Vempalli,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,49.0,7,0.7
152,AP_DAM_WRIS_AP01MH0042,Mehadrigedda,dam,1,103,136,1977.0,,13.716,1609.0,,,,,,1502.0,,,,Mehadrigedda,TE,Seismic Zone-II,,AP01MH0042,D06942,Visakhapatnam,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,49.0,7,0.7
153,AP_DAM_WRIS_AP01MH0044,"Peddabommalapuram
Reservoir",dam,1,103,137,1978.0,,17.3,640.0,,,,,,,,,,Local Nala,TE,Seismic Zone-II,,AP01MH0044,D07049,Dornal,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,48.0,6,0.6
154,AP_DAM_WRIS_AP01LH0050,Saddikutimadugu Reservoir,dam,1,103,138,1980.0,,10.94,800.0,,,,,,,,,,Manneru,TE,Seismic Zone-II,,AP01LH0050,D07112,Thirupathi,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,46.0,6,0.6
155,AP_DAM_WRIS_AP01LH0054,Itugulapadu Tank,dam,1,103,139,1982.0,,10.5,520.0,,,,,,668.27,,,,Maderu,TE,Seismic Zone-II,,AP01LH0054,D06735,Badvel,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,44.0,7,0.7
156,AP_DAM_WRIS_AP01HH0060,Papavinasanam Dam,dam,1,103,140,1985.0,,50.0,274.0,195.0,,,,,201.0,,,,Papavinasanam,TE + PG,Seismic Zone-II,,AP01HH0060,D07029,Tirupati,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,41.0,7,0.7
157,AP_DAM_WRIS_AP01LH0068,Vagetikona Reservoir,dam,1,103,141,1998.0,,11.3,1306.0,,,,,,285.02,,,,Local Stream,TE,Seismic Zone-II,,AP01LH0068,D07265,Kodur,Andhra Pradesh Power Generation Corporation,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,28.0,7,0.7
158,AP_DAM_WRIS_AP01LH0077,Dharakalava Reservoir,dam,1,103,142,2004.0,,20.12,250.0,9000.0,,,,,227.67,,,,Hill Stream,TE,Seismic Zone-II,,AP01LH0077,D06628,Kakinada,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,22.0,7,0.7
159,AP_DAM_WRIS_AP01MH0080,Earlakatta  Tank,dam,1,103,143,2007.0,,17.0,571.0,,,,,,,,,,krishna,TE,Seismic Zone-II,,AP01MH0080,D06654,Cumbum.,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,19.0,6,0.6
160,AP_DAM_WRIS_AP01MH0083,"N.T.R. T.G.P-Subsidiary
Reservoir  No 1",dam,1,103,144,,,28.0,1820.0,,,,,,,,,,Kunderu,TE,Seismic Zone-II,,AP01MH0083,D06962,Cuddapah,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
161,AP_DAM_WRIS_AP01LH0086,Chennapatnam Cheruvu,dam,1,103,145,,,10.0,950.0,,,,,,,,,,Pennar,TE,Seismic Zone-II,,AP01LH0086,D06568,Somala,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,5,0.5
162,AP_DAM_WRIS_AP01LH0087,"Chikkavadiyar, Anantapur",dam,1,103,146,,,10.54,4476.0,,,,,,501.0,,,,ghatprabha,TE + PG,Seismic Zone-II,,AP01LH0087,D06576,Bukkarayasamudram,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,6,0.6
163,AP_DAM_WRIS_AP01MH0089,Chinnagottigallu Tank,dam,1,103,147,,,18.0,900.0,,,,,,168.51,,,,Swarnamuki R,TE,Seismic Zone-II,,AP01MH0089,D06583,Tirupati,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,6,0.6
164,AP_DAM_WRIS_AP01LH0090,"Chinna Tippa Samudram
Tank",dam,1,103,148,,,12.2,790.0,,,,,,354.0,,,,Thettuvanka,TE,Seismic Zone-II,,AP01LH0090,D06582,Chittor,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,6,0.6
165,AP_DAM_WRIS_AP01LH0093,"Gowricheru, Mogili",dam,1,103,149,,,10.0,650.0,47.99,,,,,136.0,,,,Ghataprabha,TE,Seismic Zone-II,,AP01LH0093,D06699,Chittoor,Andhra Pradesh Water Resources Department,B2,GOVERNMENT_DERIVED_MIRROR,SOURCE_PRESERVED,0.8,False,False,False,,6,0.6
